Combined:Interactions,count
IRAK4->INDUCES,46
ZNHIT1->INDUCES,46
ADCY5->INDUCES,46
TLE4->INDUCES,46
ATP5F1D->INDUCES,46
RAPH1->INDUCES,46
ERN1->INDUCES,46
SCNN1G->INDUCES,46
CDK5RAP3->INDUCES,46
TRPM7->INDUCES,46
FGFR1OP2->INDUCES,46
AFAP1->INDUCES,46
NKD2->INDUCES,46
ASIC3->INDUCES,46
RAB9A->INDUCES,46
KL->INDUCES,46
MYC->UNCLEAR,46
SLA2->INDUCES,46
LSM6->INDUCES,46
VLDLR->INDUCES,46
NCF2->INDUCES,45
SERPINE1->INDUCES,45
PPP1CA->REGULATES,45
SETD2->INDUCES,45
KRT1->INDUCES,45
ANKLE2->INDUCES,45
CHUK->REGULATES,45
ZNHIT3->INDUCES,45
EZR->UNCLEAR,45
ERC2->INDUCES,45
PEX14->INDUCES,45
CD14->INDUCES,45
USP9X->INDUCES,45
VAPA->INDUCES,45
PAIP1->INDUCES,45
MYOT->INDUCES,45
PTPN5->INDUCES,45
ID2->INDUCES,45
NUP205->INDUCES,45
NUDC->INDUCES,45
STK24->REGULATES,45
NDC1->INDUCES,45
TRPC5->INDUCES,45
SLAMF1->INDUCES,45
RECQL->INDUCES,44
SH2B1->INDUCES,44
AEBP2->INDUCES,44
ISG15->INDUCES,44
RGS19->INDUCES,44
EEF2K->UNCLEAR,44
AR->UNCLEAR,44
ATRX->INDUCES,44
GPRASP1->INDUCES,44
CASP8->UNCLEAR,44
DLGAP5->UNCLEAR,44
STAMBPL1->INDUCES,44
KMT2C->UNCLEAR,44
CACNA1S->INDUCES,44
IGF2BP1->INDUCES,44
CKAP2->UNCLEAR,44
DCAF4->INDUCES,44
CEP55->UNCLEAR,44
APLP2->UNCLEAR,44
RBBP6->INDUCES,44
SAFB2->INDUCES,44
KLF4->INDUCES,44
FAF1->INDUCES,44
GRID2->INDUCES,44
CCNG1->INDUCES,44
PRKCQ->REGULATES,44
RUNX2->UNCLEAR,44
APBA1->INDUCES,44
SYNC->INDUCES,44
MAP3K13->INDUCES,44
BCAS2->INDUCES,44
ACVR1->INDUCES,44
MARK3->INDUCES,44
CUBN->INDUCES,44
ELF4->INDUCES,44
CBLB->UNCLEAR,44
PIK3C2A->UNCLEAR,44
NINL->UNCLEAR,44
SORT1->INDUCES,44
CDK6->REGULATES,44
DTNB->INDUCES,44
UBA3->INDUCES,44
MAFK->INDUCES,43
CSNK2B->REGULATES,43
ACD->INDUCES,43
PCM1->UNCLEAR,43
ULK2->UNCLEAR,43
AMBRA1->UNCLEAR,43
DYRK2->REGULATES,43
FH->INDUCES,43
SACM1L->INDUCES,43
BORA->INDUCES,43
VPS72->INDUCES,43
ARFIP2->INDUCES,43
AGO3->INDUCES,43
F11->INDUCES,43
ATG13->UNCLEAR,43
ULK1->UNCLEAR,43
FYCO1->UNCLEAR,43
NBR1->UNCLEAR,43
PRKCI->REGULATES,43
BBS7->INDUCES,43
PLEKHM1->UNCLEAR,43
PPIB->INDUCES,43
SEC62->UNCLEAR,43
SQSTM1->UNCLEAR,43
CD48->INDUCES,43
BTG2->INDUCES,43
GMPS->INDUCES,43
MC4R->INDUCES,43
ROCK1->UNCLEAR,43
RPAP2->INDUCES,43
ARHGAP27->INDUCES,43
AURKC->INDUCES,43
HDAC10->INDUCES,43
LRRK1->INDUCES,43
NQO2->INDUCES,43
ELK1->UNCLEAR,43
TIMP3->INDUCES,43
TRPC4->INDUCES,43
RPS6KA2->REGULATES,43
POLD3->INDUCES,42
DTNA->INDUCES,42
SNCAIP->INDUCES,42
MED29->INDUCES,42
BBS2->INDUCES,42
STK11->REGULATES,42
MAF->INDUCES,42
METTL1->INDUCES,42
BNIP3L->INDUCES,42
SDC1->INDUCES,42
ADCY7->INDUCES,42
MAPK8IP1->UNCLEAR,42
C5->INDUCES,42
TNPO2->INDUCES,42
PIM1->INDUCES,42
SH3PXD2A->INDUCES,42
SPRED2->INDUCES,42
DGKZ->INDUCES,42
NKX3-1->INDUCES,42
SVIP->INDUCES,42
RRP8->INDUCES,42
BCL2L14->INDUCES,42
PLEK->INDUCES,42
NPIPA1->INDUCES,42
UCHL3->INDUCES,42
STRADB->INDUCES,42
PTCH1->INDUCES,42
MRPL16->INDUCES,42
CARD10->INDUCES,42
BPGM->INDUCES,41
DLST->INDUCES,41
POLL->INDUCES,41
MICAL1->INDUCES,41
OPTN->UNCLEAR,41
MYOZ1->INDUCES,41
NR5A2->INDUCES,41
TRIP12->INDUCES,41
TAF5L->INDUCES,41
RTN3->UNCLEAR,41
CORO1B->INDUCES,41
AMBP->INDUCES,41
AP1S1->INDUCES,41
FZD1->INDUCES,41
FZD2->INDUCES,41
CBX4->INDUCES,41
HLTF->INDUCES,41
IKBKE->REGULATES,41
NOS1AP->INDUCES,41
ENO3->INDUCES,41
CACNA1A->INDUCES,41
CISH->INDUCES,41
SLTM->REGULATES,41
NHEJ1->INDUCES,40
KMT2A->UNCLEAR,40
ADAMTS13->INDUCES,40
DOT1L->INDUCES,40
KMT2B->UNCLEAR,40
PPP1CC->REGULATES,40
FOSB->INDUCES,40
MRPL3->INDUCES,40
STX16->INDUCES,40
SKA1->INDUCES,40
MMP1->INDUCES,40
RHOD->INDUCES,40
STK4->REGULATES,40
CTCF->INDUCES,40
CEBPZ->INDUCES,40
ZHX1->INDUCES,40
SF3B4->INDUCES,40
PDIA2->INDUCES,40
TRPV1->INDUCES,40
LSM1->INDUCES,40
MSMO1->INDUCES,40
HCK->REGULATES,40
EIF4EBP2->INDUCES,40
ATP5PD->INDUCES,40
FGFR1->REGULATES,40
FOXM1->INDUCES,40
EXO1->UNCLEAR,40
CSNK1G1->INDUCES,40
CD46->INDUCES,40
CBX8->INDUCES,39
WIPF3->INDUCES,39
DYNLRB1->INDUCES,39
ILF2->INDUCES,39
SOCS2->INDUCES,39
TMED10->INDUCES,39
PRR14->INDUCES,39
CSF2->INDUCES,39
PWP1->INDUCES,39
BRMS1->INDUCES,39
REV1->INDUCES,39
CFL2->INDUCES,39
EEF1B2->INDUCES,39
MAP4K3->INDUCES,39
TJP3->INDUCES,39
TRAF5->INDUCES,39
PTH1R->INDUCES,39
FOXO1->UNCLEAR,39
MAP3K7->REGULATES,39
HAUS2->INDUCES,38
ACAN->INDUCES,38
ARHGEF28->INDUCES,38
JUND->UNCLEAR,38
GADD45A->INDUCES,38
RAD51B->INDUCES,38
KY->INDUCES,38
SHF->INDUCES,38
UPF3A->INDUCES,38
FBLN1->INDUCES,38
HIF1AN->INDUCES,38
MED7->INDUCES,38
CCL5->INDUCES,38
PPP5C->INDUCES,38
GP6->INDUCES,38
EIF4G1->INDUCES,38
CDK12->INDUCES,38
SSTR5->INDUCES,38
GYS1->INDUCES,38
RCC2->INDUCES,38
ROBO1->UNCLEAR,38
TADA2A->INDUCES,38
TNPO3->INDUCES,38
MAK16->INDUCES,38
HAUS4->INDUCES,38
NANOG->INDUCES,37
BCAR3->INDUCES,37
MCCC2->INDUCES,37
PPP1R15A->INDUCES,37
GAB1->UNCLEAR,37
MAPRE3->INDUCES,37
SAV1->INDUCES,37
DISC1->INDUCES,37
PAX5->INDUCES,37
S100P->INDUCES,37
BTBD1->INDUCES,37
HIPK1->INDUCES,37
VAMP7->INDUCES,37
SOX9->INDUCES,37
IFT20->INDUCES,37
FOSL1->INDUCES,37
COL4A1->INDUCES,37
CRYAA->INDUCES,37
KITLG->INDUCES,37
POLR3G->INDUCES,37
HAX1->INDUCES,37
GFI1B->UNCLEAR,37
SNAI2->UNCLEAR,37
SNAI1->UNCLEAR,37
AGFG1->INDUCES,37
UNC5B->INDUCES,37
PELI1->INDUCES,37
GAPVD1->INDUCES,37
CBY1->INDUCES,37
PEX13->INDUCES,37
XAF1->INDUCES,37
UVRAG->INDUCES,37
TIRAP->INDUCES,37
ZFPM1->INDUCES,37
IDE->INDUCES,37
RAVER1->INDUCES,37
PAXIP1->INDUCES,37
CTNNA3->INDUCES,37
SMG5->INDUCES,37
A2M->INDUCES,36
HOXA10->INDUCES,36
UCHL1->INDUCES,36
DCX->INDUCES,36
BATF->INDUCES,36
GRM7->INDUCES,36
HNRNPDL->INDUCES,36
CLDN1->INDUCES,36
SLC16A10->INDUCES,36
FIZ1->INDUCES,36
TAF1D->INDUCES,36
RND1->INDUCES,36
BTBD2->INDUCES,36
MAPKAPK3->INDUCES,36
ATXN3->UNCLEAR,36
NEK2->REGULATES,36
CACNA1G->UNCLEAR,36
LRP5->INDUCES,36
SYNM->INDUCES,36
DUSP1->UNCLEAR,36
DLGAP1->INDUCES,36
ERG->UNCLEAR,36
MAP2K2->UNCLEAR,36
RHO->INDUCES,36
DAD1->INDUCES,36
STX18->INDUCES,36
MIDEAS->UNCLEAR,36
TRIB1->INDUCES,36
RHBDF1->UNCLEAR,36
PTPN1->REGULATES,36
RHBDF2->UNCLEAR,36
TRERF1->UNCLEAR,36
RPS6KA5->REGULATES,36
DCC->UNCLEAR,36
HP->INDUCES,36
NECTIN1->INDUCES,36
EIF4E2->INDUCES,36
VCPIP1->INDUCES,36
MRPS11->INDUCES,36
IL1B->INDUCES,36
AGFG2->INDUCES,36
HUNK->INDUCES,36
PCDH19->UNCLEAR,35
CREG1->INDUCES,35
SCNN1B->INDUCES,35
CACNA1D->UNCLEAR,35
PCDH8->UNCLEAR,35
PRPF3->INDUCES,35
ABRAXAS1->INDUCES,35
SH3KBP1->UNCLEAR,35
IRAK1BP1->INDUCES,35
CD151->INDUCES,35
CACNA1C->INDUCES,35
DCUN1D1->INDUCES,35
CLPP->INDUCES,35
PCDHA6->UNCLEAR,35
TBCE->INDUCES,35
NLGN4X->UNCLEAR,35
PCDH10->UNCLEAR,35
DUSP19->INDUCES,35
NLGN1->UNCLEAR,35
PCDH12->UNCLEAR,35
TESC->INDUCES,35
DPH1->INDUCES,35
MLPH->INDUCES,35
PCDH17->UNCLEAR,35
DHCR24->INDUCES,35
NEO1->UNCLEAR,35
LRIG3->UNCLEAR,35
FAT3->UNCLEAR,35
PCDH18->UNCLEAR,35
TSFM->INDUCES,35
BMP2K->INDUCES,35
GLI3->INDUCES,35
CEP55->INDUCES,35
CD247->UNCLEAR,35
RPGR->INDUCES,35
EP300->INDUCES,35
ARHGAP24->INDUCES,35
PYGO2->INDUCES,35
TRIM29->INDUCES,35
PSME3->INDUCES,35
MRPL24->INDUCES,35
PTK2->REGULATES,35
CELSR3->INDUCES,35
RETREG1->UNCLEAR,35
ULK1->INDUCES,35
CEBPD->INDUCES,35
BFSP1->INDUCES,35
WTIP->INDUCES,35
KSR2->UNCLEAR,34
LYZ->INDUCES,34
MYO9B->INDUCES,34
PLK3->REGULATES,34
SH2D1A->INDUCES,34
CAV2->INDUCES,34
CHMP7->INDUCES,34
FGB->INDUCES,34
NISCH->INDUCES,34
COL6A1->INDUCES,34
CREB3->INDUCES,34
MAFB->INDUCES,34
TIFA->INDUCES,34
DUSP4->INDUCES,34
MAPK11->REGULATES,34
TRPV6->INDUCES,34
ZAP70->REGULATES,34
IRAK2->INDUCES,34
ACVR2B->INDUCES,34
DCAF6->INDUCES,34
IPO8->INDUCES,34
WWTR1->INDUCES,34
PRX->INDUCES,34
MZT2A->INDUCES,34
PPARD->INDUCES,34
AIMP2->INDUCES,34
CELSR1->INDUCES,34
TXNL1->INDUCES,34
RAB21->INDUCES,34
CELSR2->INDUCES,34
UQCRC1->INDUCES,34
PRKAB1->INDUCES,34
GOLGB1->INDUCES,34
TBC1D4->INDUCES,34
CHP2->INDUCES,34
PHC2->INDUCES,34
PTPRS->INDUCES,34
GTF3C2->INDUCES,34
CHMP6->INDUCES,34
PMAIP1->INDUCES,34
INPP4A->INDUCES,34
SEC24A->INDUCES,34
RBM19->INDUCES,33
HMGN1->INDUCES,33
PLEKHG4->INDUCES,33
IMMT->INDUCES,33
POLR3C->INDUCES,33
RAPSN->INDUCES,33
BRD7->INDUCES,33
GCH1->INDUCES,33
PIP5K1C->INDUCES,33
DRP2->INDUCES,33
RET->REGULATES,33
MPZL1->INDUCES,33
PPP1CB->REGULATES,33
PER2->UNCLEAR,33
UBE2K->INDUCES,33
ELOB->INDUCES,33
IRAK4->REGULATES,33
IGF1R->REGULATES,33
GOLGA7->INDUCES,33
CD2AP->UNCLEAR,33
CDON->INDUCES,33
TINF2->INDUCES,33
TCIRG1->INDUCES,33
JAG1->INDUCES,33
ZPR1->INDUCES,33
KIF4A->INDUCES,33
CDH24->INDUCES,33
PDPK1->REGULATES,33
MTTP->INDUCES,33
APLF->INDUCES,33
SKI->INDUCES,33
PPP3CC->INDUCES,33
LAMB3->INDUCES,33
CRBN->INDUCES,33
CHRM2->INDUCES,33
RAD9B->INDUCES,33
PRKD2->UNCLEAR,33
MGMT->INDUCES,33
IBTK->INDUCES,33
GLI1->INDUCES,33
ZMPSTE24->INDUCES,33
PDGFRB->REGULATES,33
RANBP3->INDUCES,33
HOXA11->INDUCES,33
TIAM2->INDUCES,33
UQCRFS1->INDUCES,32
SH2B3->INDUCES,32
PTPN18->INDUCES,32
CWC25->INDUCES,32
FOXP1->INDUCES,32
EDC4->INDUCES,32
TRAF7->INDUCES,32
FCHO2->INDUCES,32
PAK4->REGULATES,32
NECAP2->INDUCES,32
GYS2->INDUCES,32
STX8->INDUCES,32
TNFRSF13B->INDUCES,32
TRPC4AP->INDUCES,32
PELI3->INDUCES,32
TNFRSF8->INDUCES,32
HEY1->INDUCES,32
MAFG->INDUCES,32
HGF->INDUCES,32
MAP2K1->REGULATES,32
ANTXR2->INDUCES,32
E2F4->UNCLEAR,32
TECPR2->UNCLEAR,32
SNCB->INDUCES,32
GATA5->INDUCES,32
PIK3C3->UNCLEAR,32
SPRTN->UNCLEAR,32
ATG14->UNCLEAR,32
HIRIP3->INDUCES,32
SLC6A3->INDUCES,32
DCLRE1A->INDUCES,32
MAML1->INDUCES,32
RAB11FIP3->INDUCES,32
CXCR2->INDUCES,32
EXOSC6->INDUCES,32
ELK4->INDUCES,32
KAZN->INDUCES,32
MESD->INDUCES,32
RIPK3->INDUCES,31
TNFSF10->INDUCES,31
NPPB->INDUCES,31
BDKRB2->INDUCES,31
GANAB->INDUCES,31
KIF17->INDUCES,31
USP49->INDUCES,31
CFAP52->INDUCES,31
CDKN1B->UNCLEAR,31
PLCB3->INDUCES,31
CHMP2A->INDUCES,31
NR0B1->INDUCES,31
CLIP2->INDUCES,31
TSPYL2->INDUCES,31
TYMS->INDUCES,31
DYRK1A->REGULATES,31
SPAG6->INDUCES,31
TPM2->INDUCES,31
CAVIN1->INDUCES,31
NQO1->INDUCES,31
FUBP1->INDUCES,31
PAK1IP1->INDUCES,31
IDH3G->INDUCES,31
CD7->INDUCES,31
IFIT1->INDUCES,31
PI4KB->INDUCES,31
PPP1R12C->INDUCES,31
RUNX3->INDUCES,31
PKN2->UNCLEAR,31
USP10->UNCLEAR,31
HTR2A->INDUCES,31
TGFB1->UNCLEAR,31
RNF40->INDUCES,31
ZNF420->INDUCES,31
IL13RA1->INDUCES,31
GSTM1->INDUCES,31
TAOK3->INDUCES,31
DNAJC7->INDUCES,31
CBFB->INDUCES,31
AKT3->INDUCES,31
MYCN->INDUCES,30
EGR2->INDUCES,30
PNMA1->INDUCES,30
HS1BP3->INDUCES,30
NINL->INDUCES,30
RAP1GAP->INDUCES,30
NCOA4->INDUCES,30
ATP5MC3->INDUCES,30
POU1F1->INDUCES,30
BCKDHB->INDUCES,30
GBA1->INDUCES,30
TESK1->INDUCES,30
PKN3->INDUCES,30
JAG2->INDUCES,30
PALB2->INDUCES,30
CDK5R2->INDUCES,30
ARR3->INDUCES,30
ORAI1->INDUCES,30
CNBP->INDUCES,30
CYBB->INDUCES,30
GAB3->UNCLEAR,30
PPHLN1->INDUCES,30
AP3B2->INDUCES,30
LTF->INDUCES,30
RAG2->INDUCES,30
IL23R->INDUCES,30
FZD7->INDUCES,30
COG4->INDUCES,30
CD55->INDUCES,30
FDPS->INDUCES,30
POU3F4->INDUCES,30
CD40LG->INDUCES,30
DNAJC3->INDUCES,30
DAPK1->REGULATES,30
ARHGEF12->INDUCES,30
NIPSNAP2->INDUCES,30
WDFY3->UNCLEAR,30
RBCK1->INDUCES,30
CP->INDUCES,30
ATP1A1->INDUCES,30
SHH->INDUCES,30
SNRPC->INDUCES,30
TUBA1A->INDUCES,30
RAB3B->INDUCES,30
KLKB1->INDUCES,30
EPHA8->INDUCES,30
GTF2H2->INDUCES,30
NUFIP1->INDUCES,30
TNNI3->INDUCES,30
MRPS16->INDUCES,30
ROCK2->REGULATES,30
ONECUT1->INDUCES,30
RRAD->INDUCES,30
UBE2C->INDUCES,30
KAT14->INDUCES,30
PRLR->INDUCES,30
PPME1->INDUCES,30
PARN->INDUCES,30
FSIP1->INDUCES,30
IL1R1->INDUCES,29
CD209->INDUCES,29
FERMT3->INDUCES,29
ESYT1->UNCLEAR,29
AVIL->INDUCES,29
DUSP1->INDUCES,29
CKS2->INDUCES,29
PTGDR->INDUCES,29
FAT1->INDUCES,29
PSEN1->UNCLEAR,29
E2F1->UNCLEAR,29
RNF111->INDUCES,29
PITX2->INDUCES,29
CARMIL1->UNCLEAR,29
CDK5R1->UNCLEAR,29
YES1->REGULATES,29
HTRA2->UNCLEAR,29
MT-ATP6->INDUCES,29
MAPK12->REGULATES,29
MELK->REGULATES,29
TNFSF13->INDUCES,29
GORASP1->INDUCES,29
ROBO1->INDUCES,29
DDX3X->INDUCES,29
CD74->INDUCES,29
SENP3->INDUCES,29
TAF13->INDUCES,29
UHRF2->INDUCES,29
TIPIN->INDUCES,29
SMARCAD1->UNCLEAR,29
MAPK6->INDUCES,29
WASHC2A->UNCLEAR,29
CCNT2->UNCLEAR,29
LPL->INDUCES,29
JAZF1->UNCLEAR,29
PHYH->INDUCES,29
KLF3->UNCLEAR,29
JAK1->REGULATES,29
MEF2A->UNCLEAR,29
MAP2K6->UNCLEAR,29
GEMIN7->INDUCES,29
UQCRH->INDUCES,29
KCNK3->INDUCES,29
ATF7IP2->INDUCES,29
GP1BA->INDUCES,29
CD34->INDUCES,29
LIPC->INDUCES,29
SRCAP->INDUCES,29
INO80->UNCLEAR,29
LMO1->INDUCES,29
PLEKHO1->UNCLEAR,29
POLR1G->INDUCES,29
TAB1->UNCLEAR,29
RPS6KA4->UNCLEAR,29
AGRN->INDUCES,29
PTPRR->UNCLEAR,29
PTPN5->UNCLEAR,29
BNIP3->INDUCES,29
CARMIL2->UNCLEAR,29
AMPD1->UNCLEAR,29
DLL1->INDUCES,29
AMPD3->UNCLEAR,29
NLE1->INDUCES,29
PRKAG2->UNCLEAR,29
GZMB->INDUCES,28
SLC34A1->INDUCES,28
NFAM1->INDUCES,28
GRK5->REGULATES,28
COL4A5->INDUCES,28
RAB5B->INDUCES,28
SYMPK->INDUCES,28
CLASP2->INDUCES,28
MRPL12->INDUCES,28
CAPN1->INDUCES,28
ADRA1B->INDUCES,28
OTUB1->UNCLEAR,28
SRCIN1->INDUCES,28
BRMS1->UNCLEAR,28
FANCC->INDUCES,28
ADK->INDUCES,28
IL9R->INDUCES,28
IFI27->INDUCES,28
PXN->UNCLEAR,28
IFNB1->INDUCES,28
CSTF3->INDUCES,28
RNF7->INDUCES,28
MAP2K1->UNCLEAR,28
KNTC1->INDUCES,28
TNF->INDUCES,28
IRS1->UNCLEAR,28
CRMP1->INDUCES,28
SCARB1->INDUCES,28
TFAP2A->UNCLEAR,28
PAWR->UNCLEAR,28
KDM1A->UNCLEAR,28
EIF3J->UNCLEAR,28
KLK1->INDUCES,28
DNAJB2->UNCLEAR,28
CORO1C->UNCLEAR,28
RASA1->INDUCES,28
HSP90AB1->UNCLEAR,28
RABGGTB->INDUCES,28
DLAT->INDUCES,28
CD6->INDUCES,28
GOSR1->INDUCES,28
KLC3->INDUCES,28
GNAZ->INDUCES,28
PCNA->UNCLEAR,28
SCYL3->INDUCES,28
ITGA11->INDUCES,28
ZNF467->INDUCES,28
SART1->INDUCES,27
KYAT3->INDUCES,27
PELP1->INDUCES,27
MAP3K5->REGULATES,27
CD81->INDUCES,27
DUSP6->INDUCES,27
P2RY2->INDUCES,27
CHUK->UNCLEAR,27
KARS1->INDUCES,27
AHNAK->INDUCES,27
FOXO4->UNCLEAR,27
RCAN1->INDUCES,27
UTY->INDUCES,27
UBL5->INDUCES,27
BRCA1->UNCLEAR,27
STAP1->INDUCES,27
AP1S2->INDUCES,27
AICDA->INDUCES,27
CARD6->INDUCES,27
MADD->INDUCES,27
PKN1->UNCLEAR,27
KCNJ3->INDUCES,27
PRKACA->UNCLEAR,27
PDHX->INDUCES,27
PRKCI->UNCLEAR,27
PRKCZ->UNCLEAR,27
SGK1->UNCLEAR,27
IFNGR2->INDUCES,27
FBXO4->INDUCES,27
SGK3->UNCLEAR,27
WNT3A->INDUCES,27
MOGS->INDUCES,27
ARHGEF1->INDUCES,27
LATS2->INDUCES,27
GAN->INDUCES,27
TSEN34->INDUCES,27
BUB1->REGULATES,27
TDRD7->INDUCES,27
RYR1->INDUCES,27
SEC63->INDUCES,27
ZBTB7A->INDUCES,27
DHX8->INDUCES,27
ATP6V1H->INDUCES,27
MYOZ3->INDUCES,27
ACP3->INDUCES,27
BHLHE41->INDUCES,27
PEX3->INDUCES,27
RGS7->INDUCES,27
COX5B->INDUCES,27
STT3A->INDUCES,27
MYCBP->INDUCES,27
DRD2->INDUCES,27
RPF1->INDUCES,27
BLOC1S5->INDUCES,27
INSIG1->INDUCES,27
ARX->INDUCES,27
MFAP2->INDUCES,27
GATAD2B->INDUCES,27
TSC2->UNCLEAR,27
SEMG2->INDUCES,27
PDCL->INDUCES,27
DIAPH1->INDUCES,27
LSM10->INDUCES,27
RAF1->UNCLEAR,27
NR4A1->UNCLEAR,27
ADIPOR1->INDUCES,26
GTF2A2->INDUCES,26
AXIN1->UNCLEAR,26
PDIA4->INDUCES,26
HNRNPAB->INDUCES,26
MAPK8IP3->UNCLEAR,26
MPL->INDUCES,26
SNAI1->INDUCES,26
MYO9B->UNCLEAR,26
CD1D->INDUCES,26
ADORA2A->INDUCES,26
AKAP1->INDUCES,26
MAP3K10->UNCLEAR,26
UBXN7->INDUCES,26
MAP3K1->UNCLEAR,26
MADD->UNCLEAR,26
ENO2->INDUCES,26
MAPKBP1->UNCLEAR,26
BORA->UNCLEAR,26
PCLO->UNCLEAR,26
ANKRD28->INDUCES,26
AMBRA1->INDUCES,26
CYBA->INDUCES,26
TRO->INDUCES,26
TP53->DISRUPTS,26
FER->REGULATES,26
CEP350->INDUCES,26
MAPK14->UNCLEAR,26
ACIN1->INDUCES,26
BLZF1->INDUCES,26
FERMT2->INDUCES,26
SPRED1->INDUCES,26
EFNB3->INDUCES,26
PRKAG1->INDUCES,26
EAF2->INDUCES,26
SHANK1->UNCLEAR,26
RUSC2->UNCLEAR,26
PPARGC1A->UNCLEAR,26
ISL1->INDUCES,26
GRM3->INDUCES,26
PDE4B->UNCLEAR,26
TAGAP->UNCLEAR,26
GNG2->INDUCES,26
LPP->INDUCES,26
DOCK7->UNCLEAR,26
HMOX1->INDUCES,26
ATF7->UNCLEAR,26
PRR14L->INDUCES,26
BLVRA->INDUCES,26
CHM->INDUCES,26
CDK9->UNCLEAR,26
CCR2->INDUCES,26
AKAP6->UNCLEAR,26
APBA2->UNCLEAR,26
DOCK5->UNCLEAR,26
DNAH12->UNCLEAR,26
CCSER1->UNCLEAR,26
BMPR2->UNCLEAR,26
LASP1->INDUCES,26
IFRD1->INDUCES,26
APC2->UNCLEAR,26
ATF2->UNCLEAR,26
BRPF1->INDUCES,26
IKZF4->INDUCES,26
ANKRD11->INDUCES,26
ARAP1->INDUCES,26
DUSP10->UNCLEAR,26
NLK->REGULATES,26
INPP5F->UNCLEAR,26
FMN1->UNCLEAR,26
MXD1->INDUCES,26
FHOD3->UNCLEAR,26
OSM->INDUCES,26
TCF20->INDUCES,26
KANK2->UNCLEAR,26
HSF4->UNCLEAR,26
CASC3->INDUCES,25
DCAF12->INDUCES,25
RNF123->INDUCES,25
ARID2->INDUCES,25
LPAR2->INDUCES,25
TRIM5->INDUCES,25
DPY30->INDUCES,25
MST1->REGULATES,25
GTF3C6->INDUCES,25
PFDN2->INDUCES,25
THOC5->INDUCES,25
MARK2->REGULATES,25
DRD3->INDUCES,25
IL12RB2->INDUCES,25
AKAP11->INDUCES,25
GNAO1->INDUCES,25
SH3GL1->INDUCES,25
XPO6->INDUCES,25
KLK2->INDUCES,25
TRAK2->INDUCES,25
LLGL2->INDUCES,25
ALG10->INDUCES,25
SKAP2->INDUCES,25
CHPF->INDUCES,25
STT3B->INDUCES,25
CHPF2->INDUCES,25
PDCD4->INDUCES,25
PEX16->INDUCES,25
PQBP1->INDUCES,25
CTSG->INDUCES,25
SHPRH->INDUCES,25
ABCD3->INDUCES,25
CCNL2->UNCLEAR,25
CDC6->UNCLEAR,25
CNOT7->INDUCES,25
CD59->INDUCES,25
KPNA3->INDUCES,25
INCA1->UNCLEAR,25
ORC2->UNCLEAR,25
AFAP1L2->INDUCES,25
MAP3K8->REGULATES,25
CBX2->INDUCES,25
ANK3->INDUCES,25
TCEAL2->INDUCES,25
SERP1->INDUCES,25
POLM->UNCLEAR,25
CYTH3->INDUCES,25
AGT->INDUCES,25
SPATC1->INDUCES,25
SEC62->INDUCES,25
RANGRF->INDUCES,25
CDH9->INDUCES,25
MVD->INDUCES,25
TBCA->INDUCES,25
LIN37->INDUCES,25
MED13L->INDUCES,25
HSPB6->INDUCES,25
PPP1R13B->INDUCES,25
OSBPL9->INDUCES,25
CCL7->INDUCES,25
MDM4->UNCLEAR,25
TNS2->INDUCES,25
TAGLN->INDUCES,25
ADM->INDUCES,24
MAG->INDUCES,24
CCN2->INDUCES,24
CENPU->INDUCES,24
CASP4->INDUCES,24
SNTA1->INDUCES,24
P2RY1->INDUCES,24
NECTIN4->INDUCES,24
NECTIN3->INDUCES,24
MRTFA->INDUCES,24
PRSS1->INDUCES,24
PIWIL1->INDUCES,24
SYNJ2BP->INDUCES,24
CALU->INDUCES,24
STX11->INDUCES,24
CST3->INDUCES,24
SIX1->INDUCES,24
JAM2->INDUCES,24
KDELR1->INDUCES,24
NTN1->INDUCES,24
F7->INDUCES,24
ENC1->INDUCES,24
USP5->INDUCES,24
MSH4->INDUCES,24
ODC1->INDUCES,24
TRPC3->INDUCES,24
DDX18->INDUCES,24
NGF->INDUCES,24
LIN9->INDUCES,24
ZC3HC1->INDUCES,24
UTF1->INDUCES,24
KCNH1->INDUCES,24
ATP6V0D2->INDUCES,24
RXRG->INDUCES,24
CFH->INDUCES,24
CRTC3->INDUCES,24
ENDOG->INDUCES,24
TIMM10->INDUCES,24
BIRC7->INDUCES,24
COG3->INDUCES,24
BTK->REGULATES,24
DUSP9->INDUCES,24
GMFB->INDUCES,24
SLX4IP->INDUCES,24
WDR12->INDUCES,24
E4F1->INDUCES,24
PDE3B->INDUCES,24
FARP2->INDUCES,24
LIF->INDUCES,24
UNC13B->INDUCES,24
SHISA5->INDUCES,24
CDKL5->REGULATES,24
BCL2L2->INDUCES,24
SH3BP1->INDUCES,24
DSTN->INDUCES,24
COX5A->INDUCES,24
CD226->INDUCES,24
PHOX2A->INDUCES,24
PPFIBP1->INDUCES,24
ANTXR1->INDUCES,24
DCAF10->INDUCES,24
RABGGTA->INDUCES,24
SLC40A1->INDUCES,24
ACVR2A->INDUCES,24
PIWIL2->INDUCES,24
ATF7->INDUCES,24
SDCBP->UNCLEAR,24
APBB1IP->INDUCES,24
STOM->INDUCES,24
BARX2->INDUCES,24
PLK4->REGULATES,23
ZHX3->INDUCES,23
CEBPE->INDUCES,23
PIH1D1->INDUCES,23
DHH->INDUCES,23
EBNA1BP2->INDUCES,23
FSTL1->INDUCES,23
