Combined:Interactions,count
GRK4->REGULATES,12
ZNF280C->UNCLEAR,12
ZNF281->UNCLEAR,12
TIMP4->INDUCES,12
EYA2->INDUCES,12
EDN3->INDUCES,12
RANBP2->UNCLEAR,12
WBP1->INDUCES,12
COG8->INDUCES,12
MAPK15->REGULATES,12
PPIL4->UNCLEAR,12
SAFB2->UNCLEAR,12
BLOC1S6->INDUCES,12
NUFIP2->INDUCES,12
HELB->INDUCES,12
PSME1->INDUCES,12
ZC3H11A->UNCLEAR,12
MSX1->INDUCES,12
ZNF462->UNCLEAR,12
MTMR12->INDUCES,12
AP4S1->INDUCES,12
SORL1->INDUCES,12
PHF12->UNCLEAR,12
HNRNPU->UNCLEAR,12
UBE4B->INDUCES,12
GRK6->REGULATES,12
RRBP1->INDUCES,12
LMAN1->INDUCES,12
GET3->INDUCES,11
RABGAP1->INDUCES,11
AKAP4->INDUCES,11
PRAM1->INDUCES,11
ANGPT4->INDUCES,11
NPFFR2->INDUCES,11
BMF->INDUCES,11
DARS1->INDUCES,11
PEX6->INDUCES,11
NEK1->REGULATES,11
NAXE->INDUCES,11
N4BP2->INDUCES,11
DOC2A->INDUCES,11
PAG1->DISRUPTS,11
SYTL5->INDUCES,11
MRE11->INDUCES,11
ELF2->INDUCES,11
KCNJ5->INDUCES,11
MAP4K4->REGULATES,11
SRGAP3->INDUCES,11
PPFIA2->UNCLEAR,11
HFE->INDUCES,11
TIAM1->UNCLEAR,11
ASCC3->INDUCES,11
APCS->INDUCES,11
IRF2BP1->INDUCES,11
ANGPTL1->INDUCES,11
MST1R->REGULATES,11
USP7->UNCLEAR,11
LTA->INDUCES,11
SIGIRR->INDUCES,11
FTH1->INDUCES,11
AVEN->INDUCES,11
TDRD1->INDUCES,11
ZNF655->INDUCES,11
BACE2->INDUCES,11
CDKL4->INDUCES,11
CORO2A->INDUCES,11
NLGN2->INDUCES,11
NLGN1->INDUCES,11
ARHGEF15->INDUCES,11
ATPAF2->INDUCES,11
NDUFS8->INDUCES,11
CLCN3->UNCLEAR,11
SERPINF2->INDUCES,11
CDK5->UNCLEAR,11
FUS->DISRUPTS,11
NEK11->INDUCES,11
LFNG->INDUCES,11
TGFBR1->REGULATES,11
SGK3->REGULATES,11
SOX10->INDUCES,11
GTF2H5->INDUCES,11
VPS25->INDUCES,11
VCL->UNCLEAR,11
AP2M1->UNCLEAR,11
MKRN1->INDUCES,11
MKNK1->REGULATES,11
E2F2->UNCLEAR,11
VIPAS39->INDUCES,11
PRKD2->INDUCES,11
TXLNG->INDUCES,11
STXBP6->INDUCES,11
GRB7->INDUCES,11
PAPPA->INDUCES,11
HDAC1->DISRUPTS,11
NFIC->INDUCES,11
COL14A1->INDUCES,11
UNC13D->INDUCES,11
DHCR7->INDUCES,11
KISS1->INDUCES,11
SEMA3F->UNCLEAR,11
ABCC9->INDUCES,11
CASKIN1->UNCLEAR,11
NTN3->INDUCES,11
PTCH2->INDUCES,11
ANAPC11->INDUCES,11
LCN1->INDUCES,11
ADORA1->INDUCES,11
STK38->REGULATES,11
KPNA4->DISRUPTS,11
RHOU->INDUCES,11
DUSP14->INDUCES,11
MCAM->INDUCES,11
SMAD3->INDUCES,11
DAB1->UNCLEAR,11
POLE4->INDUCES,11
CCN1->INDUCES,11
GABRB2->INDUCES,11
ST14->INDUCES,11
CTDSP2->REGULATES,11
XK->INDUCES,11
TADA2B->INDUCES,11
WNK1->REGULATES,11
GHRL->INDUCES,11
PRRC2B->INDUCES,11
GCC2->INDUCES,11
VIP->INDUCES,11
GABARAPL1->UNCLEAR,11
RAD51AP1->INDUCES,11
NR4A3->REGULATES,11
KRT7->INDUCES,11
CIZ1->INDUCES,11
ARID4A->INDUCES,11
CLN3->INDUCES,11
PLCE1->INDUCES,11
THAP7->INDUCES,11
NTRK2->REGULATES,11
TCF7L2->INDUCES,11
PYCR3->INDUCES,11
ALG8->INDUCES,11
BRPF3->INDUCES,11
CLK2->REGULATES,11
HADHA->INDUCES,11
PDS5A->DISRUPTS,10
HDAC2->INDUCES,10
EBI3->INDUCES,10
CRKL->UNCLEAR,10
SYT11->INDUCES,10
INPP5D->INDUCES,10
ULK2->REGULATES,10
TBCD->INDUCES,10
MFAP5->INDUCES,10
CXCR5->INDUCES,10
VAPA->UNCLEAR,10
SYT9->INDUCES,10
KCNH2->INDUCES,10
APPBP2->INDUCES,10
ADRA2A->INDUCES,10
SEC31A->INDUCES,10
EP300->DISRUPTS,10
TLK1->REGULATES,10
PATZ1->INDUCES,10
CXCL11->INDUCES,10
ESR1->DISRUPTS,10
VIM->DISRUPTS,10
DAG1->UNCLEAR,10
HTR2C->INDUCES,10
PBK->REGULATES,10
NEIL1->INDUCES,10
CEACAM8->INDUCES,10
PKM->REGULATES,10
JAKMIP1->INDUCES,10
RAB25->INDUCES,10
PIGK->INDUCES,10
MAP1LC3A->UNCLEAR,10
CCL15->INDUCES,10
CCL23->INDUCES,10
GABARAPL2->UNCLEAR,10
OXA1L->INDUCES,10
NTRK1->REGULATES,10
CAND2->INDUCES,10
BGLAP->INDUCES,10
PDGFD->UNCLEAR,10
ARHGEF3->INDUCES,10
ASB9->INDUCES,10
INHBB->INDUCES,10
BRAF->DISRUPTS,10
ITGA9->INDUCES,10
ROPN1->INDUCES,10
E2F5->UNCLEAR,10
MKNK2->REGULATES,10
RHOH->INDUCES,10
GRID2IP->INDUCES,10
CDK4->DISRUPTS,10
AR->DISRUPTS,10
SEC23IP->INDUCES,10
PRCC->INDUCES,10
CDC42->DISRUPTS,10
ADAMTS4->INDUCES,10
DYRK1B->REGULATES,10
FAM20C->REGULATES,10
KIF3B->INDUCES,10
RELA->DISRUPTS,10
PHF8->INDUCES,10
ILK->REGULATES,10
DDX11->INDUCES,10
ARL2->INDUCES,10
DOC2B->INDUCES,10
RMI2->INDUCES,10
ZFPM2->INDUCES,10
SECTM1->INDUCES,10
INSR->UNCLEAR,10
BHLHA15->INDUCES,10
C1QA->INDUCES,10
COL6A3->INDUCES,10
ERO1A->INDUCES,10
GMPPB->INDUCES,10
IGFBP5->INDUCES,10
RTN1->INDUCES,10
CHMP1A->UNCLEAR,10
ZNF217->INDUCES,10
CDK16->INDUCES,10
SCMH1->INDUCES,10
CD38->INDUCES,10
PCNP->INDUCES,10
CCNG2->INDUCES,10
PABPC1->UNCLEAR,10
VTN->INDUCES,10
LRSAM1->INDUCES,10
EIF4ENIF1->INDUCES,10
CNTNAP4->INDUCES,10
GRB2->DISRUPTS,10
DPYSL4->INDUCES,10
CCDC106->INDUCES,10
ATG4A->INDUCES,10
EDN2->INDUCES,10
UNC5C->INDUCES,10
BCL2L11->UNCLEAR,10
TSEN15->INDUCES,10
ITGAD->INDUCES,10
SLC12A1->INDUCES,10
HUWE1->UNCLEAR,10
PIM2->INDUCES,10
MAP2K3->REGULATES,10
NANOS1->UNCLEAR,10
RERE->INDUCES,10
PUM2->INDUCES,10
ACVR1C->INDUCES,10
ANKRA2->INDUCES,10
PPM1F->INDUCES,10
NANOS2->UNCLEAR,10
NANOS3->UNCLEAR,10
UBE2M->UNCLEAR,10
ADCY1->INDUCES,10
KCND2->INDUCES,10
CDK14->REGULATES,10
LATS1->DISRUPTS,9
APEX2->INDUCES,9
ARFIP1->INDUCES,9
ACAP2->INDUCES,9
MID1IP1->INDUCES,9
GNAI1->s,9
FBLIM1->INDUCES,9
C4BPA->INDUCES,9
SIK1->REGULATES,9
GALNT12->INDUCES,9
HOXB2->INDUCES,9
SLC6A9->INDUCES,9
PDHA1->INDUCES,9
TUBGCP5->INDUCES,9
HSPB2->INDUCES,9
PHYHIP->INDUCES,9
SNTG2->INDUCES,9
NACC1->INDUCES,9
SERPING1->INDUCES,9
PTPN9->INDUCES,9
FBXO5->UNCLEAR,9
CIR1->INDUCES,9
GOLGA1->INDUCES,9
TIMP2->INDUCES,9
GOSR2->INDUCES,9
PPP2R5A->UNCLEAR,9
PRRC2A->INDUCES,9
SERGEF->INDUCES,9
PADI4->INDUCES,9
MOB1A->INDUCES,9
DNTTIP1->INDUCES,9
CHN1->INDUCES,9
KCNJ11->INDUCES,9
SALL1->INDUCES,9
CRB3->INDUCES,9
CLPX->INDUCES,9
LANCL1->INDUCES,9
SCEL->INDUCES,9
TPRKB->INDUCES,9
KLHL15->INDUCES,9
SC5D->INDUCES,9
TNFRSF14->INDUCES,9
EFNB1->UNCLEAR,9
RXRA->DISRUPTS,9
DHTKD1->INDUCES,9
RP2->INDUCES,9
ARIH1->INDUCES,9
PDE9A->INDUCES,9
INTS6->INDUCES,9
PDZRN3->INDUCES,9
NOTCH4->INDUCES,9
TIMM13->INDUCES,9
FLCN->INDUCES,9
RBM5->INDUCES,9
FBN2->INDUCES,9
PIF1->INDUCES,9
KLK6->INDUCES,9
CSNK1E->UNCLEAR,9
INPP5D->UNCLEAR,9
TAMALIN->INDUCES,9
EIF4EBP1->DISRUPTS,9
LEP->INDUCES,9
VEGFC->INDUCES,9
EIF5A2->INDUCES,9
SRC->DISRUPTS,9
RGS20->INDUCES,9
CLN6->INDUCES,9
H3C1->INDUCES,9
IL21R->INDUCES,9
DKK1->INDUCES,9
PTAFR->INDUCES,9
DHX30->INDUCES,9
TGFB3->UNCLEAR,9
SIGLEC10->INDUCES,9
JCHAIN->INDUCES,9
BRD4->INDUCES,9
SMC3->DISRUPTS,9
MITD1->INDUCES,9
ARFGAP1->INDUCES,9
CPLX1->INDUCES,9
PPM1B->REGULATES,9
CRYZ->INDUCES,9
MERTK->REGULATES,9
RASD1->INDUCES,9
VAPB->UNCLEAR,9
EID2->INDUCES,9
PRKRA->INDUCES,9
CDK2AP1->INDUCES,9
KANSL1->INDUCES,9
CPT1A->INDUCES,9
SLC6A2->INDUCES,9
KHSRP->UNCLEAR,9
FUBP1->UNCLEAR,9
ROR1->UNCLEAR,9
PLCG1->UNCLEAR,9
FLNA->DISRUPTS,9
FARSA->INDUCES,9
MAP2K7->REGULATES,9
PDGFRA->UNCLEAR,9
RHPN1->INDUCES,9
ARL3->INDUCES,9
CARD16->INDUCES,9
EPHB6->UNCLEAR,9
EIF4H->INDUCES,9
SSR4->INDUCES,9
NRDC->INDUCES,9
PAK5->REGULATES,9
HRAS->DISRUPTS,9
PRKAG2->REGULATES,9
NECAP1->INDUCES,9
PRKAB1->REGULATES,9
TAOK1->REGULATES,9
MAP3K3->REGULATES,9
PRAF2->INDUCES,9
TAOK2->INDUCES,9
SH2D1B->NOT_REPORTED,9
SFTPA2->INDUCES,9
GNPAT->INDUCES,9
RNF25->INDUCES,9
MCM3->DISRUPTS,9
ELMO2->INDUCES,9
PLA2G5->INDUCES,9
UHMK1->REGULATES,9
ELMO1->INDUCES,9
RALGPS1->INDUCES,9
SFTPD->INDUCES,9
KLF12->INDUCES,9
HAT1->INDUCES,9
PAK6->REGULATES,9
MALT1->UNCLEAR,9
CD33->INDUCES,9
OSBP->UNCLEAR,9
KLHL12->INDUCES,9
PAX6->INDUCES,9
OSBP2->UNCLEAR,9
ARHGEF5->INDUCES,9
SCN10A->INDUCES,9
OSBPL7->UNCLEAR,9
COG6->INDUCES,9
SLC4A1->INDUCES,9
NSMCE1->INDUCES,9
HTN1->INDUCES,9
MAPK3->INDUCES,9
SH3D19->INDUCES,9
LAIR1->INDUCES,9
RARS1->INDUCES,9
RPS6KB2->REGULATES,9
CACNA1D->INDUCES,9
LILRA3->INDUCES,9
VPS13A->UNCLEAR,9
PILRA->INDUCES,9
OLFM4->INDUCES,9
OSBPL2->UNCLEAR,9
GMIP->INDUCES,9
ITGB7->UNCLEAR,9
VNN2->INDUCES,9
CERT1->UNCLEAR,9
RHPN2->INDUCES,9
TWNK->INDUCES,9
CHST4->INDUCES,9
OPHN1->INDUCES,9
BCAR1->UNCLEAR,9
DNM1L->INDUCES,8
DNAJC2->INDUCES,8
WNT1->INDUCES,8
HCLS1->UNCLEAR,8
SNX6->INDUCES,8
PTMS->INDUCES,8
TJP1->DISRUPTS,8
IFT57->INDUCES,8
TPBG->INDUCES,8
TM7SF2->INDUCES,8
SPINT1->INDUCES,8
CABP4->INDUCES,8
COG5->INDUCES,8
MAP1LC3A->INDUCES,8
COTL1->INDUCES,8
KEL->INDUCES,8
HCFC2->INDUCES,8
TRAPPC6B->INDUCES,8
RNF31->INDUCES,8
NOG->INDUCES,8
ERO1B->INDUCES,8
ISL2->INDUCES,8
KCNAB3->INDUCES,8
ZEB2->INDUCES,8
GET4->INDUCES,8
S1PR4->INDUCES,8
ELK3->INDUCES,8
MARK3->REGULATES,8
TMEM67->INDUCES,8
RABEP2->INDUCES,8
PIM3->REGULATES,8
BECN1->DISRUPTS,8
RELN->INDUCES,8
BRSK1->REGULATES,8
ACAP1->INDUCES,8
SCGB3A2->INDUCES,8
SNX17->INDUCES,8
PXN->INDUCES,8
PIGT->INDUCES,8
SCGB3A1->INDUCES,8
ADORA2B->INDUCES,8
XRCC5->INDUCES,8
CPSF6->INDUCES,8
DEAF1->INDUCES,8
COLQ->INDUCES,8
REV1->UNCLEAR,8
STATH->INDUCES,8
INCENP->DISRUPTS,8
HABP2->INDUCES,8
CLTC->UNCLEAR,8
FHOD1->INDUCES,8
RNF139->INDUCES,8
HECW1->INDUCES,8
MAVS->UNCLEAR,8
GORAB->INDUCES,8
RANBP9->UNCLEAR,8
KPNA1->DISRUPTS,8
DERL2->INDUCES,8
CCNB3->INDUCES,8
DRD4->INDUCES,8
TIFA->UNCLEAR,8
PROX1->INDUCES,8
YAP1->INDUCES,8
ADCY3->INDUCES,8
TLN1->UNCLEAR,8
CSPG5->INDUCES,8
PPP4R2->INDUCES,8
PDGFRA->REGULATES,8
FTL->INDUCES,8
TOMM20->INDUCES,8
TRIO->INDUCES,8
EDA2R->UNCLEAR,8
HSPA1B->INDUCES,8
DOK1->UNCLEAR,8
CCND3->UNCLEAR,8
CCND2->UNCLEAR,8
NEDD4->UNCLEAR,8
HCRTR2->INDUCES,8
EIF4E->DISRUPTS,8
FYB1->UNCLEAR,8
CSNK1G1->REGULATES,8
IFNLR1->UNCLEAR,8
STK3->REGULATES,8
RBM14->INDUCES,8
PLEKHG2->INDUCES,8
ANK3->UNCLEAR,8
RPS6KA4->REGULATES,8
BCL2->DISRUPTS,8
SLC6A1->INDUCES,8
YWHAZ->DISRUPTS,8
IST1->UNCLEAR,8
FCER1A->INDUCES,8
LAMP1->INDUCES,8
DLK1->INDUCES,8
CPB2->INDUCES,8
COG1->INDUCES,8
HOOK2->INDUCES,8
HOOK3->INDUCES,8
MTCL1->INDUCES,8
SENP8->INDUCES,8
RIPK3->REGULATES,8
CCL13->INDUCES,8
BNIP3L->UNCLEAR,8
HJURP->INDUCES,8
CTU1->INDUCES,8
COL6A2->INDUCES,8
ABL2->INDUCES,8
NUAK1->REGULATES,8
MAD2L1BP->INDUCES,8
CSTB->INDUCES,8
CLDN7->INDUCES,8
POU3F2->INDUCES,8
TLN1->DISRUPTS,8
IRF5->UNCLEAR,8
FBXL3->INDUCES,8
PGAM2->INDUCES,8
BACH2->INDUCES,8
LY9->INDUCES,8
CSNK1A1->UNCLEAR,8
HYAL2->INDUCES,8
IL15RA->INDUCES,8
MAP3K10->REGULATES,8
MAP1LC3B->DISRUPTS,8
HSPA1A->INDUCES,8
CCND1->UNCLEAR,8
SETBP1->INDUCES,8
IAPP->INDUCES,8
ZEB1->INDUCES,8
HTR2B->INDUCES,8
GRM4->INDUCES,8
NEO1->INDUCES,8
AMHR2->INDUCES,8
RUFY2->INDUCES,8
TIMM23->INDUCES,8
GUCY2C->INDUCES,8
DDX46->INDUCES,8
LHCGR->INDUCES,8
SHC4->INDUCES,8
EPHB2->REGULATES,8
FABP1->INDUCES,8
F3->INDUCES,8
P2RX4->INDUCES,8
EBAG9->INDUCES,8
GRK1->REGULATES,8
TNFSF13B->INDUCES,8
INTS12->INDUCES,8
NCK1->UNCLEAR,8
SIN3A->INDUCES,8
PSMA3->DISRUPTS,8
CDC14A->REGULATES,8
C1R->INDUCES,8
GCSH->INDUCES,8
GRID1->INDUCES,8
INTS2->INDUCES,8
PDC->INDUCES,8
IFIT3->INDUCES,8
DAXX->UNCLEAR,8
NPR2->INDUCES,8
PARVG->INDUCES,8
POLM->INDUCES,8
EPHB2->UNCLEAR,8
TXNRD1->UNCLEAR,8
SYT4->INDUCES,8
MAPK1->UNCLEAR,8
AGTR2->INDUCES,8
MAP1LC3C->UNCLEAR,8
TRMT6->INDUCES,8
APOF->INDUCES,8
CD40->UNCLEAR,8
SLC26A8->INDUCES,8
SPEN->INDUCES,8
CCM2->INDUCES,8
RNF181->INDUCES,8
MYBBP1A->INDUCES,8
FES->REGULATES,8
TEX264->UNCLEAR,8
ATF5->INDUCES,8
TTBK2->REGULATES,8
TXK->INDUCES,8
INSR->DISRUPTS,8
SELENOS->UNCLEAR,8
COQ3->INDUCES,8
TNS1->INDUCES,8
GGPS1->INDUCES,7
MAPK1->DISRUPTS,7
IL2RB->UNCLEAR,7
CTBP1->DISRUPTS,7
PASK->REGULATES,7
CTTN->UNCLEAR,7
IL1A->INDUCES,7
COL11A1->UNCLEAR,7
TNIK->REGULATES,7
SLC14A2->INDUCES,7
ITGB1->UNCLEAR,7
YY2->INDUCES,7
RAPGEF3->INDUCES,7
ERBB3->UNCLEAR,7
SH2D2A->UNCLEAR,7
AURKC->REGULATES,7
CSNK1G2->REGULATES,7
SCTR->INDUCES,7
TARDBP->DISRUPTS,7
AFTPH->INDUCES,7
ITGB4->UNCLEAR,7
NTRK1->UNCLEAR,7
PCNA->DISRUPTS,7
MED11->INDUCES,7
ANXA7->INDUCES,7
PDZK1IP1->INDUCES,7
KIF20A->INDUCES,7
PXN->DISRUPTS,7
KPNA2->DISRUPTS,7
IL17RA->INDUCES,7
TANK->UNCLEAR,7
PRKD3->REGULATES,7
MAP3K1->REGULATES,7
STAB1->UNCLEAR,7
RFXAP->INDUCES,7
MYRIP->INDUCES,7
AGPS->INDUCES,7
SF3B5->INDUCES,7
FOXA1->INDUCES,7
DDX42->INDUCES,7
BLK->REGULATES,7
SRRT->INDUCES,7
ERC1->INDUCES,7
PLXDC1->INDUCES,7
IFIT2->INDUCES,7
RBM17->INDUCES,7
CACNB1->INDUCES,7
LUM->INDUCES,7
EIF4E->UNCLEAR,7
PTN->INDUCES,7
SRGN->INDUCES,7
TUBA1A->DISRUPTS,7
PAIP2->UNCLEAR,7
VCP->INDUCES,7
CREM->INDUCES,7
KLRK1->INDUCES,7
SPOCK1->INDUCES,7
SYN3->INDUCES,7
MAPKAPK3->REGULATES,7
FBXO43->INDUCES,7
COL5A1->UNCLEAR,7
MT-ND4->INDUCES,7
COX7B->INDUCES,7
KNG1->UNCLEAR,7
RCE1->INDUCES,7
NFX1->UNCLEAR,7
TFCP2->INDUCES,7
LAMA1->UNCLEAR,7
MYF6->INDUCES,7
TNNC1->DISRUPTS,7
SFI1->INDUCES,7
L3MBTL1->INDUCES,7
TIE1->INDUCES,7
PLA2G7->INDUCES,7
EXOC6B->INDUCES,7
PDPK1->UNCLEAR,7
TENT4B->UNCLEAR,7
PITX1->INDUCES,7
PPP2CA->DISRUPTS,7
FBXW2->INDUCES,7
RP9->INDUCES,7
OTUD6B->INDUCES,7
LEMD3->INDUCES,7
SIM1->INDUCES,7
SIN3A->DISRUPTS,7
SCN4B->INDUCES,7
PHKG1->INDUCES,7
CAMKK1->INDUCES,7
FZR1->INDUCES,7
MAP2K2->REGULATES,7
ALS2CL->INDUCES,7
PPP5C->REGULATES,7
SLK->REGULATES,7
GCLC->INDUCES,7
IL15->INDUCES,7
AZIN1->INDUCES,7
EIF2A->UNCLEAR,7
PIP->INDUCES,7
RBM45->INDUCES,7
LRPPRC->INDUCES,7
PITPNM3->UNCLEAR,7
PARP1->INDUCES,7
PITPNM2->UNCLEAR,7
UBB->INDUCES,7
PPP1CA->DISRUPTS,7
BCR->UNCLEAR,7
SERPINB5->INDUCES,7
GRB7->UNCLEAR,7
NOM1->UNCLEAR,7
ST20->INDUCES,7
GP1BB->UNCLEAR,7
EIF4EBP1->UNCLEAR,7
PTPN4->INDUCES,7
NEK7->REGULATES,7
EIF4EBP2->UNCLEAR,7
EIF4EBP3->UNCLEAR,7
EIF4G3->UNCLEAR,7
RERE->NOT_REPORTED,7
GP6->UNCLEAR,7
S100A7->INDUCES,7
EIF2AK4->INDUCES,7
EIF3G->UNCLEAR,7
ALPK3->REGULATES,7
KLHL20->INDUCES,7
LCAT->INDUCES,7
AKAP8->INDUCES,7
PAFAH1B3->INDUCES,7
E2F1->INDUCES,7
PDK2->REGULATES,7
STAT2->DISRUPTS,7
CABLES2->INDUCES,7
CARD14->INDUCES,7
PKM->INDUCES,7
BTLA->INDUCES,7
DDX3Y->UNCLEAR,7
CIT->INDUCES,7
MAP4K3->REGULATES,7
GPI->INDUCES,7
C6->INDUCES,7
MEF2B->INDUCES,7
CNR1->INDUCES,7
HCRTR1->INDUCES,7
ELP4->INDUCES,7
NME1->REGULATES,7
RAPGEF4->INDUCES,7
PPIC->INDUCES,7
TTBK2->INDUCES,7
CXCL6->INDUCES,7
KDR->REGULATES,7
NSMCE3->INDUCES,7
CXCL1->INDUCES,7
P2RX6->INDUCES,7
GDF11->INDUCES,7
DDX3X->UNCLEAR,7
NELFA->INDUCES,7
CD2->UNCLEAR,7
CCN4->INDUCES,7
GFUS->INDUCES,7
MOB3B->INDUCES,7
UFC1->INDUCES,7
IL4R->UNCLEAR,7
DTL->UNCLEAR,7
CMA1->INDUCES,7
CEBPG->INDUCES,7
PITPNM1->UNCLEAR,7
OSBPL3->UNCLEAR,7
GET3->UNCLEAR,7
CDC42BPB->REGULATES,7
KRI1->INDUCES,7
STK25->REGULATES,7
S100A1->INDUCES,7
RNF4->INDUCES,7
S100A2->INDUCES,7
TXK->REGULATES,7
CCKBR->INDUCES,7
GABPB1->INDUCES,7
NCK2->UNCLEAR,7
TAOK2->REGULATES,6
KCNA1->INDUCES,6
GANC->INDUCES,6
PCBD2->INDUCES,6
CAMKK1->REGULATES,6
SNAPC3->INDUCES,6
NKIRAS2->INDUCES,6
CEL->INDUCES,6
NPY1R->INDUCES,6
PEG3->INDUCES,6
NKIRAS1->INDUCES,6
U2SURP->INDUCES,6
TAF3->INDUCES,6
CIRBP->INDUCES,6
CFAP20->INDUCES,6
CCNF->INDUCES,6
H3-5->DISRUPTS,6
PDP1->REGULATES,6
NTN4->INDUCES,6
CEP131->INDUCES,6
CHGA->INDUCES,6
IL4->INDUCES,6
F12->INDUCES,6
TUBB->DISRUPTS,6
GNAI1->q,6
SELE->INDUCES,6
TNFRSF8->UNCLEAR,6
B4GALT1->INDUCES,6
ILKAP->INDUCES,6
CAMKK2->REGULATES,6
CALD1->INDUCES,6
PRKACB->REGULATES,6
SRC->NOT_REPORTED,6
NCOR1->DISRUPTS,6
RER1->INDUCES,6
MFN2->INDUCES,6
TRAFD1->INDUCES,6
ROR2->INDUCES,6
GALR2->INDUCES,6
ZNF428->INDUCES,6
LMNA->DISRUPTS,6
CRH->INDUCES,6
SSTR1->INDUCES,6
PPP1CC->DISRUPTS,6
PDP2->REGULATES,6
FKBP8->UNCLEAR,6
STK10->UNCLEAR,6
DBT->INDUCES,6
CCNO->INDUCES,6
PDCD1->INDUCES,6
PEX14->UNCLEAR,6
PEX13->UNCLEAR,6
FBXW7->DISRUPTS,6
MLKL->INDUCES,6
ARL6->INDUCES,6
PSENEN->INDUCES,6
COX17->INDUCES,6
BCAR1->INDUCES,6
RB1->DISRUPTS,6
LNX1->UNCLEAR,6
COX4I1->INDUCES,6
TNFSF8->INDUCES,6
TAF1->REGULATES,6
MYOC->INDUCES,6
CCKAR->INDUCES,6
STK38L->REGULATES,6
STK38->INDUCES,6
CBLL1->INDUCES,6
CCR8->INDUCES,6
CRP->INDUCES,6
WNK4->REGULATES,6
FLT1->REGULATES,6
ARG1->INDUCES,6
MYRF->INDUCES,6
ALCAM->INDUCES,6
SELP->UNCLEAR,6
CYP3A4->INDUCES,6
GLE1->INDUCES,6
SNX27->INDUCES,6
NCOR2->INDUCES,6
JAKMIP3->INDUCES,6
NTSR2->INDUCES,6
CDK10->INDUCES,6
CBX5->INDUCES,6
CCDC91->INDUCES,6
NRL->INDUCES,6
SIM2->INDUCES,6
CPT2->INDUCES,6
PIK3CA->REGULATES,6
PRLHR->INDUCES,6
FGFR2->REGULATES,6
RIPK1->REGULATES,6
PTPN12->REGULATES,6
AKT1->DISRUPTS,6
HCN2->INDUCES,6
PDCD6IP->DISRUPTS,6
GTF2H1->INDUCES,6
NCOR2->DISRUPTS,6
PTH->INDUCES,6
SRPX2->INDUCES,6
KCNJ4->UNCLEAR,6
UBXN6->INDUCES,6
SNAPC2->INDUCES,6
RAD51->INDUCES,6
ORAI3->INDUCES,6
MMP13->INDUCES,6
DAB1->INDUCES,6
SUN2->INDUCES,6
RACK1->DISRUPTS,6
SERTAD4->INDUCES,6
ZFAND6->INDUCES,6
APBB1->UNCLEAR,6
SUFU->DISRUPTS,6
MTIF2->INDUCES,6
PTEN->DISRUPTS,6
ARAF->REGULATES,6
TEK->REGULATES,6
LRRC14->INDUCES,6
GPAA1->INDUCES,6
CDK19->REGULATES,6
NHLRC1->UNCLEAR,6
TAC1->INDUCES,6
HCST->INDUCES,6
H2BC14->INDUCES,6
BCL2L10->INDUCES,6
SRM->INDUCES,6
TNRC6C->INDUCES,6
RB1CC1->DISRUPTS,6
MAP3K6->REGULATES,6
XRCC3->INDUCES,6
BAX->DISRUPTS,6
SKP2->DISRUPTS,6
BMPR1B->REGULATES,6
AXIN1->DISRUPTS,6
PIK3CG->REGULATES,6
GNGT1->INDUCES,6
ALG12->INDUCES,6
PPP1R14A->INDUCES,6
S1PR3->INDUCES,6
RIOK1->INDUCES,6
THPO->INDUCES,6
GLIS2->INDUCES,6
PEX26->INDUCES,6
MPO->INDUCES,6
DKK2->INDUCES,6
PF4->INDUCES,6
WASL->INDUCES,6
BLOC1S4->INDUCES,6
RNF14->INDUCES,6
CRABP2->INDUCES,6
GSK3A->UNCLEAR,6
GYPC->INDUCES,6
ADCYAP1R1->INDUCES,6
PHLPP2->REGULATES,6
GCGR->INDUCES,6
PHLPP1->REGULATES,6
EGFR->DISRUPTS,6
SNCA->DISRUPTS,6
HSPA8->DISRUPTS,6
BAZ1A->INDUCES,6
EPHA7->INDUCES,6
S100A2->DISRUPTS,6
BRSK2->REGULATES,6
DNAJB1->DISRUPTS,6
MCTS1->INDUCES,6
PTGES3->DISRUPTS,6
CDC37->DISRUPTS,6
S100B->DISRUPTS,6
INHA->INDUCES,6
ATP6AP1->INDUCES,6
HIVEP1->INDUCES,6
ADIPOR2->INDUCES,6
KLHL24->INDUCES,6
BTRC->DISRUPTS,6
KCNE2->INDUCES,6
PPP1R7->INDUCES,6
RIPK2->REGULATES,6
CREB3L2->INDUCES,6
KLF2->INDUCES,6
TIMM8A->INDUCES,6
SMG1->REGULATES,6
RUBCN->INDUCES,6
PJA1->INDUCES,6
SIRPG->INDUCES,6
FZD6->UNCLEAR,6
CGA->INDUCES,6
HSPB3->INDUCES,6
TGM3->INDUCES,6
BMPER->INDUCES,6
PLK2->INDUCES,6
DNM1->UNCLEAR,5
DGCR8->DISRUPTS,5
NFKB2->DISRUPTS,5
CSN3->REGULATES,5
OLIG2->INDUCES,5
ENKUR->INDUCES,5
CEACAM5->UNCLEAR,5
NFATC1->UNCLEAR,5
SLC16A2->INDUCES,5
SHARPIN->INDUCES,5
PRSS12->INDUCES,5
SEMA4D->INDUCES,5
RBM15->INDUCES,5
ADSS2->INDUCES,5
ADCY10->INDUCES,5
PROZ->INDUCES,5
KRAS->INDUCES,5
GJB2->INDUCES,5
MEFV->INDUCES,5
USH1C->INDUCES,5
NFATC2->UNCLEAR,5
